,Sector,Month,Sentiment_Sum,Sentiment_Count,Weighted_Average_Sentiment,Date
1079,Industrials,2013-10,1267,2020,0.6272277227722772,2013-10-01
1080,Industrials,2013-11,703,1288,0.5458074534161491,2013-11-01
1081,Industrials,2013-12,1865,2650,0.7037735849056603,2013-12-01
1082,Industrials,2014-01,1638,2734,0.5991221653255303,2014-01-01
1083,Industrials,2014-02,1071,1523,0.7032173342087984,2014-02-01
1084,Industrials,2014-03,2576,3233,0.7967831735230436,2014-03-01
1085,Industrials,2014-04,1938,2729,0.7101502381824845,2014-04-01
1086,Industrials,2014-05,1240,2300,0.5391304347826087,2014-05-01
1087,Industrials,2014-06,790,1367,0.5779078273591807,2014-06-01
1088,Industrials,2014-07,1450,2174,0.6669733210671573,2014-07-01
1089,Industrials,2014-08,1217,1942,0.6266735324407827,2014-08-01
1090,Industrials,2014-09,1054,1960,0.5377551020408163,2014-09-01
1091,Industrials,2014-10,983,1690,0.5816568047337278,2014-10-01
1092,Industrials,2014-11,715,1162,0.6153184165232358,2014-11-01
1093,Industrials,2014-12,437,931,0.46938775510204084,2014-12-01
1094,Industrials,2015-01,690,2440,0.2827868852459016,2015-01-01
1095,Industrials,2015-02,778,1530,0.5084967320261438,2015-02-01
1096,Industrials,2015-03,682,1388,0.49135446685878964,2015-03-01
1097,Industrials,2015-04,1584,2354,0.6728971962616822,2015-04-01
1098,Industrials,2015-05,596,1243,0.47948511665325827,2015-05-01
1099,Industrials,2015-06,624,1302,0.4792626728110599,2015-06-01
1100,Industrials,2015-07,1154,2771,0.4164561530133526,2015-07-01
1101,Industrials,2015-08,510,1319,0.3866565579984837,2015-08-01
1102,Industrials,2015-09,654,2237,0.29235583370585605,2015-09-01
1103,Industrials,2015-10,841,2179,0.3859568609453878,2015-10-01
1104,Industrials,2015-11,719,1356,0.5302359882005899,2015-11-01
1105,Industrials,2015-12,812,1638,0.49572649572649574,2015-12-01
1106,Industrials,2016-01,674,1804,0.3736141906873614,2016-01-01
1107,Industrials,2016-02,739,1610,0.45900621118012425,2016-02-01
1108,Industrials,2016-03,746,2052,0.3635477582846004,2016-03-01
1109,Industrials,2016-04,1238,2950,0.41966101694915253,2016-04-01
1110,Industrials,2016-05,665,1899,0.35018430753027907,2016-05-01
1111,Industrials,2016-06,738,1569,0.47036328871892924,2016-06-01
1112,Industrials,2016-07,1807,3392,0.5327240566037735,2016-07-01
1113,Industrials,2016-08,2907,4396,0.6612829845313922,2016-08-01
1114,Industrials,2016-09,1270,2009,0.6321553011448482,2016-09-01
1115,Industrials,2016-10,1032,2788,0.3701578192252511,2016-10-01
1116,Industrials,2016-11,9575,14173,0.6755803287941862,2016-11-01
1117,Industrials,2016-12,2450,4282,0.572162540868753,2016-12-01
1118,Industrials,2017-01,2124,3888,0.5462962962962963,2017-01-01
1119,Industrials,2017-02,3757,5830,0.6444253859348199,2017-02-01
1120,Industrials,2017-03,4386,12192,0.359744094488189,2017-03-01
1121,Industrials,2017-04,5917,10631,0.5565798137522341,2017-04-01
1122,Industrials,2017-05,4473,11210,0.3990187332738626,2017-05-01
1123,Industrials,2017-06,4035,8406,0.4800142755174875,2017-06-01
1124,Industrials,2017-07,9070,16064,0.5646165338645418,2017-07-01
1125,Industrials,2017-08,6135,12714,0.48253893345917886,2017-08-01
1126,Industrials,2017-09,-2743,47309,-0.057980511107823034,2017-09-01
1127,Industrials,2017-10,11052,26858,0.4114975053987639,2017-10-01
1128,Industrials,2017-11,60459,87299,0.6925508883263267,2017-11-01
1129,Industrials,2017-12,22585,32314,0.6989230674011264,2017-12-01
1130,Industrials,2018-01,18993,26693,0.7115348593264151,2018-01-01
1131,Industrials,2018-02,31698,42897,0.7389327925029723,2018-02-01
1132,Industrials,2018-03,35984,49718,0.7237620177802808,2018-03-01
1133,Industrials,2018-04,19410,26775,0.7249299719887955,2018-04-01
1134,Industrials,2018-05,12525,20387,0.6143620934909502,2018-05-01
1135,Industrials,2018-06,8785,14280,0.6151960784313726,2018-06-01
1136,Industrials,2018-07,7682,11352,0.6767089499647639,2018-07-01
1137,Industrials,2018-08,4761,7318,0.6505875922383165,2018-08-01
1138,Industrials,2018-09,5407,7323,0.7383585962037417,2018-09-01
1139,Industrials,2018-10,22511,28128,0.8003057451649602,2018-10-01
1140,Industrials,2018-11,21961,28131,0.7806690128328179,2018-11-01
1141,Industrials,2018-12,4573,7688,0.5948231009365245,2018-12-01
1142,Industrials,2019-01,8099,12450,0.6505220883534136,2019-01-01
1143,Industrials,2019-02,5252,8292,0.6333815726000965,2019-02-01
1144,Industrials,2019-03,12143,17432,0.6965924736117485,2019-03-01
1145,Industrials,2019-04,5822,9633,0.6043807744212603,2019-04-01
1146,Industrials,2019-05,16840,23601,0.713529087750519,2019-05-01
1147,Industrials,2019-06,15529,20191,0.769105046803031,2019-06-01
1148,Industrials,2019-07,15389,20182,0.7625111485482112,2019-07-01
1149,Industrials,2019-08,24097,33162,0.7266449550690549,2019-08-01
1150,Industrials,2019-09,16667,24851,0.670677236328518,2019-09-01
1151,Industrials,2019-10,18766,27941,0.6716295050284529,2019-10-01
1152,Industrials,2019-11,14236,24272,0.5865194462755439,2019-11-01
1153,Industrials,2019-12,10130,15362,0.6594193464392657,2019-12-01
1154,Industrials,2020-01,8968,13634,0.6577673463400323,2020-01-01
1155,Industrials,2020-02,6488,10356,0.6264967168791039,2020-02-01
1156,Industrials,2020-03,4683,9752,0.48020918785890077,2020-03-01
1157,Information Technology,2009-07,16,18,0.8888888888888888,2009-07-01
1158,Information Technology,2009-08,26,38,0.6842105263157895,2009-08-01
1159,Information Technology,2009-09,711,1173,0.6061381074168798,2009-09-01
1160,Information Technology,2009-10,907,1400,0.6478571428571429,2009-10-01
1161,Information Technology,2009-11,306,625,0.4896,2009-11-01
1162,Information Technology,2009-12,669,1008,0.6636904761904762,2009-12-01
1163,Information Technology,2010-01,1343,2063,0.650993698497334,2010-01-01
1164,Information Technology,2010-02,398,791,0.5031605562579013,2010-02-01
1165,Information Technology,2010-03,1588,2491,0.6374949819349659,2010-03-01
1166,Information Technology,2010-04,2086,3651,0.5713503149821967,2010-04-01
1167,Information Technology,2010-05,1028,1789,0.5746226942425936,2010-05-01
1168,Information Technology,2010-06,1366,2591,0.5272095715939792,2010-06-01
1169,Information Technology,2010-07,2167,3655,0.5928864569083447,2010-07-01
1170,Information Technology,2010-08,1536,2969,0.5173459077130347,2010-08-01
1171,Information Technology,2010-09,2286,3886,0.5882655687081833,2010-09-01
1172,Information Technology,2010-10,3517,5488,0.6408527696793003,2010-10-01
1173,Information Technology,2010-11,2436,3663,0.665028665028665,2010-11-01
1174,Information Technology,2010-12,2564,4031,0.6360704539816423,2010-12-01
1175,Information Technology,2011-01,4990,7418,0.6726880560798059,2011-01-01
1176,Information Technology,2011-02,3995,5847,0.6832563707884385,2011-02-01
1177,Information Technology,2011-03,4875,7602,0.6412786108918705,2011-03-01
1178,Information Technology,2011-04,6188,9867,0.6271409749670619,2011-04-01
1179,Information Technology,2011-05,4726,7594,0.6223334211219383,2011-05-01
1180,Information Technology,2011-06,4922,8929,0.5512375405980513,2011-06-01
1181,Information Technology,2011-07,8514,12186,0.6986706056129985,2011-07-01
1182,Information Technology,2011-08,6889,10864,0.6341126656848306,2011-08-01
1183,Information Technology,2011-09,6518,10890,0.5985307621671258,2011-09-01
1184,Information Technology,2011-10,9566,15888,0.6020896273917422,2011-10-01
1185,Information Technology,2011-11,5471,9870,0.554305977710233,2011-11-01
1186,Information Technology,2011-12,5606,10171,0.5511749090551569,2011-12-01
1187,Information Technology,2012-01,11054,16399,0.6740654917982803,2012-01-01
1188,Information Technology,2012-02,14396,23157,0.6216694735932979,2012-02-01
1189,Information Technology,2012-03,20901,32441,0.6442773034123486,2012-03-01
1190,Information Technology,2012-04,23883,39760,0.6006790744466801,2012-04-01
1191,Information Technology,2012-05,16394,34838,0.4705781043687927,2012-05-01
1192,Information Technology,2012-06,12174,23918,0.5089890459068483,2012-06-01
1193,Information Technology,2012-07,17796,28763,0.6187115391301324,2012-07-01
1194,Information Technology,2012-08,25435,39693,0.640793086942282,2012-08-01
1195,Information Technology,2012-09,30407,46129,0.6591731882329988,2012-09-01
1196,Information Technology,2012-10,31864,56788,0.5611044586884553,2012-10-01
1197,Information Technology,2012-11,28838,53971,0.5343239888088047,2012-11-01
1198,Information Technology,2012-12,27640,49846,0.5545078842835934,2012-12-01
1199,Information Technology,2013-01,44164,73468,0.6011324658354658,2013-01-01
1200,Information Technology,2013-02,31014,52427,0.5915654147672001,2013-02-01
1201,Information Technology,2013-03,43181,70798,0.6099183592756857,2013-03-01
1202,Information Technology,2013-04,40635,69827,0.5819382187406018,2013-04-01
1203,Information Technology,2013-05,39249,60844,0.6450759318913943,2013-05-01
1204,Information Technology,2013-06,36377,59235,0.6141132776230269,2013-06-01
1205,Information Technology,2013-07,33493,52946,0.6325879197673101,2013-07-01
1206,Information Technology,2013-08,45659,67939,0.6720587585922666,2013-08-01
1207,Information Technology,2013-09,59944,95458,0.6279620356596618,2013-09-01
1208,Information Technology,2013-10,50949,72287,0.7048155269965554,2013-10-01
1209,Information Technology,2013-11,32150,48227,0.6666390196363033,2013-11-01
1210,Information Technology,2013-12,37556,54576,0.6881413075344474,2013-12-01
1211,Information Technology,2014-01,48841,78432,0.622717768257854,2014-01-01
1212,Information Technology,2014-02,32728,48748,0.6713711331746943,2014-02-01
1213,Information Technology,2014-03,28174,44286,0.6361829923677912,2014-03-01
1214,Information Technology,2014-04,25552,41152,0.6209175738724728,2014-04-01
1215,Information Technology,2014-05,25627,38578,0.664290528280367,2014-05-01
1216,Information Technology,2014-06,31310,46210,0.6775589699199307,2014-06-01
1217,Information Technology,2014-07,38497,54226,0.7099361929701619,2014-07-01
1218,Information Technology,2014-08,23949,33406,0.7169071424295037,2014-08-01
1219,Information Technology,2014-09,45776,67419,0.6789777362464587,2014-09-01
1220,Information Technology,2014-10,35939,55284,0.6500795890311845,2014-10-01
1221,Information Technology,2014-11,27357,36840,0.7425895765472312,2014-11-01
1222,Information Technology,2014-12,31861,47661,0.6684920584964646,2014-12-01
1223,Information Technology,2015-01,51306,77136,0.6651369010578718,2015-01-01
1224,Information Technology,2015-02,37572,54193,0.693299872677283,2015-02-01
1225,Information Technology,2015-03,40580,62751,0.646682921387707,2015-03-01
1226,Information Technology,2015-04,46000,68367,0.6728392353035821,2015-04-01
1227,Information Technology,2015-05,34260,51994,0.6589221833288457,2015-05-01
1228,Information Technology,2015-06,29604,47276,0.6261951095693375,2015-06-01
1229,Information Technology,2015-07,41567,68991,0.6024988766650723,2015-07-01
1230,Information Technology,2015-08,39601,76318,0.5188946251212034,2015-08-01
1231,Information Technology,2015-09,28014,55889,0.5012435362951565,2015-09-01
1232,Information Technology,2015-10,31050,54709,0.5675483010108026,2015-10-01
1233,Information Technology,2015-11,25490,38792,0.6570942462363374,2015-11-01
1234,Information Technology,2015-12,27479,45806,0.5998995764746976,2015-12-01
1235,Information Technology,2016-01,32343,64226,0.503581104225703,2016-01-01
1236,Information Technology,2016-02,19587,35259,0.5555177401514507,2016-02-01
1237,Information Technology,2016-03,23491,36401,0.6453394137523695,2016-03-01
1238,Information Technology,2016-04,28491,55848,0.5101525569402664,2016-04-01
1239,Information Technology,2016-05,93516,137872,0.6782813043982825,2016-05-01
1240,Information Technology,2016-06,65123,99200,0.6564818548387097,2016-06-01
1241,Information Technology,2016-07,47122,80391,0.5861601423044869,2016-07-01
1242,Information Technology,2016-08,55702,84599,0.658423858438043,2016-08-01
1243,Information Technology,2016-09,45109,75184,0.599981379016812,2016-09-01
1244,Information Technology,2016-10,54738,83014,0.659382754716072,2016-10-01
1245,Information Technology,2016-11,43659,70296,0.621073745305565,2016-11-01
1246,Information Technology,2016-12,72233,113858,0.6344130408052135,2016-12-01
1247,Information Technology,2017-01,74597,107743,0.6923605245816433,2017-01-01
1248,Information Technology,2017-02,81576,119098,0.6849485297821962,2017-02-01
1249,Information Technology,2017-03,95395,136317,0.6998026658450524,2017-03-01
1250,Information Technology,2017-04,72206,107245,0.6732808056319642,2017-04-01
1251,Information Technology,2017-05,123469,185373,0.6660570849044899,2017-05-01
1252,Information Technology,2017-06,121517,181325,0.6701613125603199,2017-06-01
1253,Information Technology,2017-07,101509,149648,0.6783184539719876,2017-07-01
1254,Information Technology,2017-08,85571,134295,0.6371867902751406,2017-08-01
1255,Information Technology,2017-09,80927,127381,0.6353145288543818,2017-09-01
1256,Information Technology,2017-10,90030,137252,0.6559467257307726,2017-10-01
1257,Information Technology,2017-11,105351,153446,0.6865672614470237,2017-11-01
1258,Information Technology,2017-12,67451,100532,0.670940596029125,2017-12-01
1259,Information Technology,2018-01,115653,157673,0.7334990772040869,2018-01-01
1260,Information Technology,2018-02,75254,112898,0.6665662810678665,2018-02-01
1261,Information Technology,2018-03,73506,108811,0.6755383187361572,2018-03-01
1262,Information Technology,2018-04,88364,131989,0.6694800324269446,2018-04-01
1263,Information Technology,2018-05,81128,118379,0.6853242551466054,2018-05-01
1264,Information Technology,2018-06,71702,114057,0.6286505869872081,2018-06-01
1265,Information Technology,2018-07,72374,112560,0.6429815209665956,2018-07-01
1266,Information Technology,2018-08,91322,143270,0.6374118796677601,2018-08-01
1267,Information Technology,2018-09,88433,137485,0.64321926028294,2018-09-01
1268,Information Technology,2018-10,80284,149607,0.5366326441944561,2018-10-01
1269,Information Technology,2018-11,60720,128111,0.4739639843573151,2018-11-01
1270,Information Technology,2018-12,32984,88141,0.3742185815908601,2018-12-01
1271,Information Technology,2019-01,60909,123423,0.493497970394497,2019-01-01
1272,Information Technology,2019-02,38031,68719,0.5534277274116329,2019-02-01
1273,Information Technology,2019-03,45093,81578,0.5527593223663243,2019-03-01
1274,Information Technology,2019-04,50336,82148,0.612747723620782,2019-04-01
1275,Information Technology,2019-05,40817,80997,0.5039322444041138,2019-05-01
1276,Information Technology,2019-06,41323,70648,0.584913939531197,2019-06-01
1277,Information Technology,2019-07,56921,87447,0.6509199858199823,2019-07-01
1278,Information Technology,2019-08,48842,86301,0.565949409624454,2019-08-01
1279,Information Technology,2019-09,35095,61730,0.5685242183703224,2019-09-01
1280,Information Technology,2019-10,47790,83499,0.5723421837387274,2019-10-01
1281,Information Technology,2019-11,44611,77230,0.5776382234882818,2019-11-01
1282,Information Technology,2019-12,52465,84110,0.6237664962549043,2019-12-01
1283,Information Technology,2020-01,115699,173643,0.6663038533082244,2020-01-01
1284,Information Technology,2020-02,75380,129319,0.5828996512500096,2020-02-01
1285,Information Technology,2020-03,44266,104822,0.42229684608192936,2020-03-01
1286,Materials,2009-07,1,1,1.0,2009-07-01
1287,Materials,2009-08,5,7,0.7142857142857143,2009-08-01
1288,Materials,2009-09,33,44,0.75,2009-09-01
1289,Materials,2009-10,94,141,0.6666666666666666,2009-10-01
1290,Materials,2009-11,37,49,0.7551020408163265,2009-11-01
1291,Materials,2009-12,46,65,0.7076923076923077,2009-12-01
1292,Materials,2010-01,112,165,0.6787878787878788,2010-01-01
1293,Materials,2010-02,17,159,0.1069182389937107,2010-02-01
1294,Materials,2010-03,123,210,0.5857142857142857,2010-03-01
1295,Materials,2010-04,223,424,0.5259433962264151,2010-04-01
1296,Materials,2010-05,88,173,0.5086705202312138,2010-05-01
1297,Materials,2010-06,195,290,0.6724137931034483,2010-06-01
1298,Materials,2010-07,234,358,0.6536312849162011,2010-07-01
1299,Materials,2010-08,121,215,0.5627906976744186,2010-08-01
1300,Materials,2010-09,350,531,0.6591337099811676,2010-09-01
1301,Materials,2010-10,334,490,0.6816326530612244,2010-10-01
1302,Materials,2010-11,273,414,0.6594202898550725,2010-11-01
1303,Materials,2010-12,518,690,0.7507246376811594,2010-12-01
1304,Materials,2011-01,425,685,0.6204379562043796,2011-01-01
1305,Materials,2011-02,359,548,0.6551094890510949,2011-02-01
1306,Materials,2011-03,543,879,0.6177474402730375,2011-03-01
1307,Materials,2011-04,545,803,0.6787048567870486,2011-04-01
1308,Materials,2011-05,421,710,0.5929577464788732,2011-05-01
1309,Materials,2011-06,272,504,0.5396825396825397,2011-06-01
1310,Materials,2011-07,664,922,0.720173535791757,2011-07-01
1311,Materials,2011-08,426,728,0.5851648351648352,2011-08-01
1312,Materials,2011-09,279,834,0.3345323741007194,2011-09-01
1313,Materials,2011-10,515,1112,0.4631294964028777,2011-10-01
1314,Materials,2011-11,193,439,0.4396355353075171,2011-11-01
1315,Materials,2011-12,230,392,0.5867346938775511,2011-12-01
1316,Materials,2012-01,643,951,0.676130389064143,2012-01-01
1317,Materials,2012-02,369,577,0.6395147313691508,2012-02-01
1318,Materials,2012-03,558,990,0.5636363636363636,2012-03-01
1319,Materials,2012-04,748,1211,0.6176713459950454,2012-04-01
1320,Materials,2012-05,201,515,0.39029126213592236,2012-05-01
1321,Materials,2012-06,198,332,0.5963855421686747,2012-06-01
1322,Materials,2012-07,432,788,0.5482233502538071,2012-07-01
1323,Materials,2012-08,277,459,0.6034858387799564,2012-08-01
1324,Materials,2012-09,332,576,0.5763888888888888,2012-09-01
1325,Materials,2012-10,479,795,0.6025157232704402,2012-10-01
1326,Materials,2012-11,148,330,0.4484848484848485,2012-11-01
1327,Materials,2012-12,578,960,0.6020833333333333,2012-12-01
1328,Materials,2013-01,678,937,0.7235859124866596,2013-01-01
1329,Materials,2013-02,315,527,0.5977229601518027,2013-02-01
1330,Materials,2013-03,469,800,0.58625,2013-03-01
1331,Materials,2013-04,1040,1787,0.5819809736989368,2013-04-01
1332,Materials,2013-05,594,945,0.6285714285714286,2013-05-01
1333,Materials,2013-06,485,818,0.5929095354523227,2013-06-01
1334,Materials,2013-07,1061,1515,0.7003300330033003,2013-07-01
1335,Materials,2013-08,867,1255,0.6908366533864542,2013-08-01
1336,Materials,2013-09,592,867,0.6828143021914648,2013-09-01
1337,Materials,2013-10,1442,1804,0.7993348115299335,2013-10-01
1338,Materials,2013-11,781,1066,0.7326454033771107,2013-11-01
1339,Materials,2013-12,627,885,0.7084745762711865,2013-12-01
1340,Materials,2014-01,1453,2020,0.7193069306930693,2014-01-01
1341,Materials,2014-02,654,888,0.7364864864864865,2014-02-01
1342,Materials,2014-03,1340,1950,0.6871794871794872,2014-03-01
1343,Materials,2014-04,1209,1881,0.6427432216905901,2014-04-01
1344,Materials,2014-05,577,908,0.6354625550660793,2014-05-01
1345,Materials,2014-06,767,1195,0.6418410041841004,2014-06-01
1346,Materials,2014-07,1463,2597,0.5633423180592992,2014-07-01
1347,Materials,2014-08,624,875,0.7131428571428572,2014-08-01
1348,Materials,2014-09,874,1398,0.6251788268955651,2014-09-01
1349,Materials,2014-10,1510,2362,0.6392887383573242,2014-10-01
1350,Materials,2014-11,1025,1507,0.6801592568015926,2014-11-01
1351,Materials,2014-12,863,1476,0.5846883468834688,2014-12-01
1352,Materials,2015-01,1465,3117,0.4700032082130253,2015-01-01
1353,Materials,2015-02,811,1329,0.6102332580887886,2015-02-01
1354,Materials,2015-03,1366,2762,0.4945691527878349,2015-03-01
1355,Materials,2015-04,2530,3903,0.6482193184729695,2015-04-01
1356,Materials,2015-05,1220,1861,0.6555615260612574,2015-05-01
1357,Materials,2015-06,988,1993,0.49573507275464124,2015-06-01
1358,Materials,2015-07,1622,3483,0.46569049669824863,2015-07-01
1359,Materials,2015-08,1331,3384,0.39332151300236406,2015-08-01
1360,Materials,2015-09,1595,3187,0.5004706620646376,2015-09-01
1361,Materials,2015-10,2166,4311,0.5024356297842728,2015-10-01
1362,Materials,2015-11,969,1862,0.5204081632653061,2015-11-01
1363,Materials,2015-12,1368,2572,0.5318818040435459,2015-12-01
1364,Materials,2016-01,2476,5141,0.4816183621863451,2016-01-01
1365,Materials,2016-02,2515,3949,0.6368700936946062,2016-02-01
1366,Materials,2016-03,2484,4091,0.6071865069665119,2016-03-01
1367,Materials,2016-04,3070,5309,0.5782633264268223,2016-04-01
1368,Materials,2016-05,2399,3944,0.6082657200811359,2016-05-01
1369,Materials,2016-06,2283,3613,0.6318848602269582,2016-06-01
1370,Materials,2016-07,2769,4467,0.6198791134989926,2016-07-01
1371,Materials,2016-08,2336,3938,0.5931945149822245,2016-08-01
1372,Materials,2016-09,2083,3000,0.6943333333333334,2016-09-01
1373,Materials,2016-10,2245,3678,0.6103860793909733,2016-10-01
1374,Materials,2016-11,3022,4375,0.6907428571428571,2016-11-01
1375,Materials,2016-12,4915,6320,0.7776898734177216,2016-12-01
1376,Materials,2017-01,17324,21293,0.813600713849622,2017-01-01
1377,Materials,2017-02,32082,41907,0.7655522943660964,2017-02-01
1378,Materials,2017-03,21603,28631,0.7545318011945095,2017-03-01
1379,Materials,2017-04,17649,21363,0.8261480129195338,2017-04-01
1380,Materials,2017-05,63614,75800,0.8392348284960423,2017-05-01
1381,Materials,2017-06,26834,32917,0.8152018713734545,2017-06-01
1382,Materials,2017-07,24191,29039,0.8330521023451221,2017-07-01
1383,Materials,2017-08,27211,32039,0.8493086550766253,2017-08-01
1384,Materials,2017-09,25564,29898,0.8550404709345106,2017-09-01
1385,Materials,2017-10,39918,47437,0.841495035520796,2017-10-01
1386,Materials,2017-11,49142,59520,0.8256384408602151,2017-11-01
1387,Materials,2017-12,37638,45452,0.8280823726128663,2017-12-01
1388,Materials,2018-01,25932,34284,0.7563878193909696,2018-01-01
1389,Materials,2018-02,20525,26577,0.7722843059788539,2018-02-01
1390,Materials,2018-03,12683,16952,0.7481713072203869,2018-03-01
1391,Materials,2018-04,14464,18770,0.7705913692061801,2018-04-01
1392,Materials,2018-05,12902,17188,0.7506399813823598,2018-05-01
1393,Materials,2018-06,10931,13417,0.8147126779458895,2018-06-01
1394,Materials,2018-07,9354,11872,0.7879043126684636,2018-07-01
1395,Materials,2018-08,6299,8241,0.7643489867734499,2018-08-01
1396,Materials,2018-09,6577,8002,0.82191952011997,2018-09-01
1397,Materials,2018-10,10419,13568,0.7679097877358491,2018-10-01
1398,Materials,2018-11,11874,13264,0.895205066344994,2018-11-01
1399,Materials,2018-12,7489,9538,0.7851750891172153,2018-12-01
1400,Materials,2019-01,10052,13567,0.7409154566226874,2019-01-01
1401,Materials,2019-02,18686,22306,0.8377118264144177,2019-02-01
1402,Materials,2019-03,12402,14868,0.8341404358353511,2019-03-01
1403,Materials,2019-04,9410,11233,0.837710317813585,2019-04-01
1404,Materials,2019-05,10622,12701,0.8363121014093379,2019-05-01
1405,Materials,2019-06,11522,13313,0.8654698415083002,2019-06-01
1406,Materials,2019-07,14052,16977,0.8277080756317371,2019-07-01
1407,Materials,2019-08,15068,18809,0.8011058535807326,2019-08-01
1408,Materials,2019-09,6567,8578,0.7655630683142923,2019-09-01
1409,Materials,2019-10,6022,8448,0.7128314393939394,2019-10-01
1410,Materials,2019-11,5462,7504,0.7278784648187633,2019-11-01
1411,Materials,2019-12,5640,7649,0.7373512877500327,2019-12-01
1412,Materials,2020-01,6208,8388,0.7401049117787315,2020-01-01
1413,Materials,2020-02,9129,11202,0.8149437600428495,2020-02-01
1414,Materials,2020-03,4335,5940,0.7297979797979798,2020-03-01
1415,Real Estate,2009-08,7,7,1.0,2009-08-01
1416,Real Estate,2009-09,0,7,0.0,2009-09-01
1417,Real Estate,2009-10,-4,12,-0.3333333333333333,2009-10-01
1418,Real Estate,2009-11,2,2,1.0,2009-11-01
1419,Real Estate,2009-12,5,5,1.0,2009-12-01
1420,Real Estate,2010-01,37,41,0.9024390243902439,2010-01-01
1421,Real Estate,2010-02,-1,1,-1.0,2010-02-01
1422,Real Estate,2010-03,6,7,0.8571428571428571,2010-03-01
1423,Real Estate,2010-04,10,23,0.43478260869565216,2010-04-01
1424,Real Estate,2010-05,10,12,0.8333333333333334,2010-05-01
1425,Real Estate,2010-06,4,9,0.4444444444444444,2010-06-01
1426,Real Estate,2010-07,11,13,0.8461538461538461,2010-07-01
1427,Real Estate,2010-08,15,23,0.6521739130434783,2010-08-01
1428,Real Estate,2010-09,58,80,0.725,2010-09-01
1429,Real Estate,2010-10,24,30,0.8,2010-10-01
1430,Real Estate,2010-11,7,19,0.3684210526315789,2010-11-01
1431,Real Estate,2010-12,25,32,0.78125,2010-12-01
1432,Real Estate,2011-01,25,42,0.5952380952380952,2011-01-01
1433,Real Estate,2011-02,30,36,0.8333333333333334,2011-02-01
1434,Real Estate,2011-03,39,47,0.8297872340425532,2011-03-01
1435,Real Estate,2011-04,21,24,0.875,2011-04-01
1436,Real Estate,2011-05,43,51,0.8431372549019608,2011-05-01
1437,Real Estate,2011-06,34,48,0.7083333333333334,2011-06-01
1438,Real Estate,2011-07,56,89,0.6292134831460674,2011-07-01
1439,Real Estate,2011-08,40,60,0.6666666666666666,2011-08-01
1440,Real Estate,2011-09,44,64,0.6875,2011-09-01
1441,Real Estate,2011-10,18,95,0.18947368421052632,2011-10-01
1442,Real Estate,2011-11,33,38,0.868421052631579,2011-11-01
1443,Real Estate,2011-12,77,88,0.875,2011-12-01
1444,Real Estate,2012-01,58,68,0.8529411764705882,2012-01-01
1445,Real Estate,2012-02,113,139,0.8129496402877698,2012-02-01
1446,Real Estate,2012-03,112,148,0.7567567567567568,2012-03-01
1447,Real Estate,2012-04,37,41,0.9024390243902439,2012-04-01
1448,Real Estate,2012-05,50,74,0.6756756756756757,2012-05-01
1449,Real Estate,2012-06,79,106,0.7452830188679245,2012-06-01
1450,Real Estate,2012-07,128,161,0.7950310559006211,2012-07-01
1451,Real Estate,2012-08,125,189,0.6613756613756614,2012-08-01
1452,Real Estate,2012-09,122,167,0.7305389221556886,2012-09-01
1453,Real Estate,2012-10,130,185,0.7027027027027027,2012-10-01
1454,Real Estate,2012-11,72,110,0.6545454545454545,2012-11-01
1455,Real Estate,2012-12,56,73,0.7671232876712328,2012-12-01
1456,Real Estate,2013-01,80,105,0.7619047619047619,2013-01-01
1457,Real Estate,2013-02,112,150,0.7466666666666667,2013-02-01
1458,Real Estate,2013-03,127,176,0.7215909090909091,2013-03-01
1459,Real Estate,2013-04,145,177,0.8192090395480226,2013-04-01
1460,Real Estate,2013-05,239,463,0.5161987041036717,2013-05-01
1461,Real Estate,2013-06,167,303,0.5511551155115512,2013-06-01
1462,Real Estate,2013-07,170,281,0.604982206405694,2013-07-01
1463,Real Estate,2013-08,115,196,0.5867346938775511,2013-08-01
1464,Real Estate,2013-09,100,181,0.5524861878453039,2013-09-01
1465,Real Estate,2013-10,132,168,0.7857142857142857,2013-10-01
1466,Real Estate,2013-11,76,152,0.5,2013-11-01
1467,Real Estate,2013-12,136,212,0.6415094339622641,2013-12-01
1468,Real Estate,2014-01,143,214,0.6682242990654206,2014-01-01
1469,Real Estate,2014-02,234,292,0.8013698630136986,2014-02-01
1470,Real Estate,2014-03,122,163,0.7484662576687117,2014-03-01
1471,Real Estate,2014-04,165,219,0.7534246575342466,2014-04-01
1472,Real Estate,2014-05,148,196,0.7551020408163265,2014-05-01
1473,Real Estate,2014-06,137,181,0.7569060773480663,2014-06-01
1474,Real Estate,2014-07,196,252,0.7777777777777778,2014-07-01
1475,Real Estate,2014-08,116,153,0.7581699346405228,2014-08-01
1476,Real Estate,2014-09,148,211,0.7014218009478673,2014-09-01
1477,Real Estate,2014-10,258,319,0.8087774294670846,2014-10-01
1478,Real Estate,2014-11,197,285,0.6912280701754386,2014-11-01
1479,Real Estate,2014-12,99,192,0.515625,2014-12-01
1480,Real Estate,2015-01,223,322,0.6925465838509317,2015-01-01
1481,Real Estate,2015-02,229,334,0.6856287425149701,2015-02-01
1482,Real Estate,2015-03,383,610,0.6278688524590164,2015-03-01
1483,Real Estate,2015-04,442,617,0.7163695299837926,2015-04-01
1484,Real Estate,2015-05,190,268,0.7089552238805971,2015-05-01
1485,Real Estate,2015-06,205,346,0.5924855491329479,2015-06-01
1486,Real Estate,2015-07,219,292,0.75,2015-07-01
