,Sector,Month,Sentiment_Sum,Sentiment_Count,Weighted_Average_Sentiment,Date
653,Energy,2010-05,58,82,0.7073170731707317,2010-05-01
654,Energy,2010-06,62,94,0.6595744680851063,2010-06-01
655,Energy,2010-07,48,62,0.7741935483870968,2010-07-01
656,Energy,2010-08,53,74,0.7162162162162162,2010-08-01
657,Energy,2010-09,131,177,0.7401129943502824,2010-09-01
658,Energy,2010-10,121,221,0.5475113122171946,2010-10-01
659,Energy,2010-11,196,250,0.784,2010-11-01
660,Energy,2010-12,193,241,0.8008298755186722,2010-12-01
661,Energy,2011-01,281,371,0.7574123989218329,2011-01-01
662,Energy,2011-02,408,498,0.8192771084337349,2011-02-01
663,Energy,2011-03,432,528,0.8181818181818182,2011-03-01
664,Energy,2011-04,460,679,0.6774668630338734,2011-04-01
665,Energy,2011-05,211,352,0.5994318181818182,2011-05-01
666,Energy,2011-06,180,280,0.6428571428571429,2011-06-01
667,Energy,2011-07,550,663,0.8295625942684767,2011-07-01
668,Energy,2011-08,342,511,0.6692759295499021,2011-08-01
669,Energy,2011-09,153,267,0.5730337078651685,2011-09-01
670,Energy,2011-10,197,311,0.6334405144694534,2011-10-01
671,Energy,2011-11,246,381,0.6456692913385826,2011-11-01
672,Energy,2011-12,285,422,0.6753554502369669,2011-12-01
673,Energy,2012-01,461,642,0.7180685358255452,2012-01-01
674,Energy,2012-02,538,694,0.7752161383285303,2012-02-01
675,Energy,2012-03,265,404,0.655940594059406,2012-03-01
676,Energy,2012-04,391,921,0.4245385450597177,2012-04-01
677,Energy,2012-05,502,1348,0.3724035608308605,2012-05-01
678,Energy,2012-06,353,667,0.5292353823088456,2012-06-01
679,Energy,2012-07,334,507,0.6587771203155819,2012-07-01
680,Energy,2012-08,263,390,0.6743589743589744,2012-08-01
681,Energy,2012-09,252,330,0.7636363636363637,2012-09-01
682,Energy,2012-10,281,378,0.7433862433862434,2012-10-01
683,Energy,2012-11,191,318,0.60062893081761,2012-11-01
684,Energy,2012-12,264,330,0.8,2012-12-01
685,Energy,2013-01,502,678,0.7404129793510325,2013-01-01
686,Energy,2013-02,413,601,0.6871880199667221,2013-02-01
687,Energy,2013-03,484,735,0.6585034013605442,2013-03-01
688,Energy,2013-04,552,795,0.6943396226415094,2013-04-01
689,Energy,2013-05,678,903,0.7508305647840532,2013-05-01
690,Energy,2013-06,239,350,0.6828571428571428,2013-06-01
691,Energy,2013-07,543,732,0.7418032786885246,2013-07-01
692,Energy,2013-08,807,1133,0.7122683142100618,2013-08-01
693,Energy,2013-09,385,526,0.7319391634980988,2013-09-01
694,Energy,2013-10,504,622,0.8102893890675241,2013-10-01
695,Energy,2013-11,509,675,0.7540740740740741,2013-11-01
696,Energy,2013-12,941,1331,0.7069872276483846,2013-12-01
697,Energy,2014-01,792,1144,0.6923076923076923,2014-01-01
698,Energy,2014-02,702,1010,0.695049504950495,2014-02-01
699,Energy,2014-03,790,1073,0.7362534948741846,2014-03-01
700,Energy,2014-04,790,1040,0.7596153846153846,2014-04-01
701,Energy,2014-05,632,824,0.7669902912621359,2014-05-01
702,Energy,2014-06,556,720,0.7722222222222223,2014-06-01
703,Energy,2014-07,644,770,0.8363636363636363,2014-07-01
704,Energy,2014-08,639,815,0.7840490797546013,2014-08-01
705,Energy,2014-09,560,944,0.5932203389830508,2014-09-01
706,Energy,2014-10,1447,2287,0.6327066025360735,2014-10-01
707,Energy,2014-11,2236,3704,0.603671706263499,2014-11-01
708,Energy,2014-12,1938,3481,0.5567365699511635,2014-12-01
709,Energy,2015-01,1499,2884,0.5197642163661581,2015-01-01
710,Energy,2015-02,1640,2736,0.5994152046783626,2015-02-01
711,Energy,2015-03,2484,3835,0.6477183833116037,2015-03-01
712,Energy,2015-04,3923,5448,0.7200807635829662,2015-04-01
713,Energy,2015-05,1985,2841,0.6986976416754663,2015-05-01
714,Energy,2015-06,1863,3301,0.564374431990306,2015-06-01
715,Energy,2015-07,2744,4878,0.5625256252562526,2015-07-01
716,Energy,2015-08,1755,3437,0.5106197265056736,2015-08-01
717,Energy,2015-09,1145,2153,0.5318160705991639,2015-09-01
718,Energy,2015-10,1541,2550,0.6043137254901961,2015-10-01
719,Energy,2015-11,1969,3800,0.5181578947368422,2015-11-01
720,Energy,2015-12,1920,4238,0.4530438886267107,2015-12-01
721,Energy,2016-01,1421,3489,0.40728002292920606,2016-01-01
722,Energy,2016-02,2948,6085,0.4844700082169269,2016-02-01
723,Energy,2016-03,4998,9567,0.5224208215741611,2016-03-01
724,Energy,2016-04,5040,8772,0.5745554035567716,2016-04-01
725,Energy,2016-05,3532,8287,0.42620972607698804,2016-05-01
726,Energy,2016-06,2934,6135,0.478239608801956,2016-06-01
727,Energy,2016-07,2156,4106,0.5250852411105699,2016-07-01
728,Energy,2016-08,3472,6247,0.5557867776532736,2016-08-01
729,Energy,2016-09,3259,5784,0.5634508990318119,2016-09-01
730,Energy,2016-10,2696,4228,0.6376537369914853,2016-10-01
731,Energy,2016-11,2598,4157,0.6249699302381525,2016-11-01
732,Energy,2016-12,3818,5379,0.7097973601041085,2016-12-01
733,Energy,2017-01,2456,3724,0.6595059076262084,2017-01-01
734,Energy,2017-02,3212,5373,0.5978038339847385,2017-02-01
735,Energy,2017-03,3820,5882,0.6494389663379803,2017-03-01
736,Energy,2017-04,3448,5066,0.6806158705092775,2017-04-01
737,Energy,2017-05,5490,8514,0.6448202959830867,2017-05-01
738,Energy,2017-06,3861,6718,0.5747246204227449,2017-06-01
739,Energy,2017-07,3016,4993,0.6040456639295013,2017-07-01
740,Energy,2017-08,3268,5998,0.5448482827609203,2017-08-01
741,Energy,2017-09,3184,4475,0.7115083798882682,2017-09-01
742,Energy,2017-10,5420,7976,0.6795386158475426,2017-10-01
743,Energy,2017-11,14120,19879,0.7102972986568741,2017-11-01
744,Energy,2017-12,13868,24199,0.5730815322947229,2017-12-01
745,Energy,2018-01,7174,14053,0.5104959795061552,2018-01-01
746,Energy,2018-02,7755,19522,0.3972441348222518,2018-02-01
747,Energy,2018-03,4560,8291,0.549993969364371,2018-03-01
748,Energy,2018-04,3963,7374,0.5374288039056143,2018-04-01
749,Energy,2018-05,9152,13460,0.6799405646359584,2018-05-01
750,Energy,2018-06,5970,8839,0.6754157710148206,2018-06-01
751,Energy,2018-07,6843,10901,0.6277405742592422,2018-07-01
752,Energy,2018-08,3674,6278,0.5852182223638102,2018-08-01
753,Energy,2018-09,3167,5341,0.5929601198277477,2018-09-01
754,Energy,2018-10,3942,6218,0.6339659054358314,2018-10-01
755,Energy,2018-11,3585,5735,0.6251089799476897,2018-11-01
756,Energy,2018-12,3387,6099,0.5553369404820462,2018-12-01
757,Energy,2019-01,3742,5391,0.694119829345205,2019-01-01
758,Energy,2019-02,5223,7563,0.6905989686632289,2019-02-01
759,Energy,2019-03,4514,6090,0.7412151067323481,2019-03-01
760,Energy,2019-04,5982,9220,0.6488069414316703,2019-04-01
761,Energy,2019-05,4975,9076,0.5481489643014544,2019-05-01
762,Energy,2019-06,3826,7330,0.5219645293315143,2019-06-01
763,Energy,2019-07,4545,8968,0.5068019625334522,2019-07-01
764,Energy,2019-08,3517,7588,0.46349499209277806,2019-08-01
765,Energy,2019-09,4641,8101,0.5728922355264782,2019-09-01
766,Energy,2019-10,4046,7272,0.5563806380638063,2019-10-01
767,Energy,2019-11,6493,12592,0.5156448538754765,2019-11-01
768,Energy,2019-12,8789,12059,0.7288332365867817,2019-12-01
769,Energy,2020-01,8048,13163,0.6114107726202234,2020-01-01
770,Energy,2020-02,6838,12128,0.5638192612137203,2020-02-01
771,Energy,2020-03,3978,7993,0.4976854747904416,2020-03-01
772,Financials,2009-07,3,7,0.42857142857142855,2009-07-01
773,Financials,2009-08,23,29,0.7931034482758621,2009-08-01
774,Financials,2009-09,460,720,0.6388888888888888,2009-09-01
775,Financials,2009-10,538,1212,0.4438943894389439,2009-10-01
776,Financials,2009-11,120,1032,0.11627906976744186,2009-11-01
777,Financials,2009-12,238,1137,0.20932277924362358,2009-12-01
778,Financials,2010-01,429,1012,0.42391304347826086,2010-01-01
779,Financials,2010-02,262,776,0.33762886597938147,2010-02-01
780,Financials,2010-03,327,859,0.3806752037252619,2010-03-01
781,Financials,2010-04,2214,4965,0.4459214501510574,2010-04-01
782,Financials,2010-05,635,1341,0.4735272184936615,2010-05-01
783,Financials,2010-06,352,1075,0.32744186046511625,2010-06-01
784,Financials,2010-07,884,1507,0.5865958858659589,2010-07-01
785,Financials,2010-08,323,814,0.3968058968058968,2010-08-01
786,Financials,2010-09,378,765,0.49411764705882355,2010-09-01
787,Financials,2010-10,754,1198,0.6293823038397329,2010-10-01
788,Financials,2010-11,440,754,0.583554376657825,2010-11-01
789,Financials,2010-12,730,1014,0.7199211045364892,2010-12-01
790,Financials,2011-01,942,1567,0.601148691767709,2011-01-01
791,Financials,2011-02,796,1031,0.7720659553831232,2011-02-01
792,Financials,2011-03,516,1021,0.5053868756121449,2011-03-01
793,Financials,2011-04,949,1548,0.6130490956072352,2011-04-01
794,Financials,2011-05,860,1714,0.5017502917152858,2011-05-01
795,Financials,2011-06,833,1807,0.4609850581073603,2011-06-01
796,Financials,2011-07,1239,2047,0.605276013678554,2011-07-01
797,Financials,2011-08,773,1778,0.4347581552305962,2011-08-01
798,Financials,2011-09,501,1540,0.32532467532467535,2011-09-01
799,Financials,2011-10,988,2276,0.43409490333919154,2011-10-01
800,Financials,2011-11,546,1734,0.314878892733564,2011-11-01
801,Financials,2011-12,798,1896,0.4208860759493671,2011-12-01
802,Financials,2012-01,1425,2530,0.5632411067193676,2012-01-01
803,Financials,2012-02,935,1593,0.5869428750784683,2012-02-01
804,Financials,2012-03,1721,2724,0.631791483113069,2012-03-01
805,Financials,2012-04,1064,2164,0.49168207024029575,2012-04-01
806,Financials,2012-05,683,1914,0.3568443051201672,2012-05-01
807,Financials,2012-06,531,1403,0.37847469707769066,2012-06-01
808,Financials,2012-07,872,1602,0.5443196004993758,2012-07-01
809,Financials,2012-08,754,1341,0.5622669649515287,2012-08-01
810,Financials,2012-09,836,1559,0.536241180243746,2012-09-01
811,Financials,2012-10,1269,2358,0.5381679389312977,2012-10-01
812,Financials,2012-11,587,1359,0.43193524650478293,2012-11-01
813,Financials,2012-12,996,1777,0.5604952166572875,2012-12-01
814,Financials,2013-01,2511,3695,0.6795669824086603,2013-01-01
815,Financials,2013-02,1537,2671,0.5754399101460127,2013-02-01
816,Financials,2013-03,1775,3660,0.4849726775956284,2013-03-01
817,Financials,2013-04,2067,4152,0.49783236994219654,2013-04-01
818,Financials,2013-05,4543,6558,0.6927416895394938,2013-05-01
819,Financials,2013-06,3573,5984,0.5970922459893048,2013-06-01
820,Financials,2013-07,2639,4367,0.60430501488436,2013-07-01
821,Financials,2013-08,2875,4941,0.581866019024489,2013-08-01
822,Financials,2013-09,1964,3216,0.6106965174129353,2013-09-01
823,Financials,2013-10,4491,6175,0.7272874493927125,2013-10-01
824,Financials,2013-11,5838,7791,0.7493261455525606,2013-11-01
825,Financials,2013-12,3621,4985,0.7263791374122367,2013-12-01
826,Financials,2014-01,3434,5533,0.6206397975781673,2014-01-01
827,Financials,2014-02,3957,5444,0.7268552534900808,2014-02-01
828,Financials,2014-03,8830,11752,0.751361470388019,2014-03-01
829,Financials,2014-04,4114,6466,0.6362511599133931,2014-04-01
830,Financials,2014-05,4723,6575,0.7183269961977187,2014-05-01
831,Financials,2014-06,5616,7276,0.7718526663001649,2014-06-01
832,Financials,2014-07,3610,5189,0.6957024474850646,2014-07-01
833,Financials,2014-08,1520,2190,0.6940639269406392,2014-08-01
834,Financials,2014-09,1727,2620,0.6591603053435114,2014-09-01
835,Financials,2014-10,2404,3697,0.6502569651068434,2014-10-01
836,Financials,2014-11,2572,3374,0.7622999407231772,2014-11-01
837,Financials,2014-12,3349,4860,0.6890946502057613,2014-12-01
838,Financials,2015-01,3481,5285,0.6586565752128666,2015-01-01
839,Financials,2015-02,3479,5115,0.6801564027370479,2015-02-01
840,Financials,2015-03,3356,5086,0.6598505701926858,2015-03-01
841,Financials,2015-04,4307,6180,0.696925566343042,2015-04-01
842,Financials,2015-05,2895,4174,0.693579300431241,2015-05-01
843,Financials,2015-06,2460,4121,0.5969424896869692,2015-06-01
844,Financials,2015-07,2547,4195,0.6071513706793802,2015-07-01
845,Financials,2015-08,2029,3452,0.5877752027809965,2015-08-01
846,Financials,2015-09,1712,3239,0.5285581969743748,2015-09-01
847,Financials,2015-10,2731,4341,0.6291177148122552,2015-10-01
848,Financials,2015-11,1782,2909,0.6125816431763492,2015-11-01
849,Financials,2015-12,2082,3729,0.5583266291230893,2015-12-01
850,Financials,2016-01,2438,6129,0.3977810409528471,2016-01-01
851,Financials,2016-02,2942,5740,0.5125435540069686,2016-02-01
852,Financials,2016-03,2946,4977,0.591922845087402,2016-03-01
853,Financials,2016-04,4288,7600,0.5642105263157895,2016-04-01
854,Financials,2016-05,4626,8382,0.5518969219756621,2016-05-01
855,Financials,2016-06,5035,8084,0.6228352300841168,2016-06-01
856,Financials,2016-07,3544,5938,0.5968339508251936,2016-07-01
857,Financials,2016-08,4296,5833,0.7364992285273444,2016-08-01
858,Financials,2016-09,3015,10426,0.28918089391904855,2016-09-01
859,Financials,2016-10,4470,9710,0.4603501544799176,2016-10-01
860,Financials,2016-11,5831,9371,0.6222388218973429,2016-11-01
861,Financials,2016-12,7714,13070,0.5902065799540933,2016-12-01
862,Financials,2017-01,7746,12147,0.6376883181032353,2017-01-01
863,Financials,2017-02,7709,11532,0.6684876864377385,2017-02-01
864,Financials,2017-03,4889,9438,0.5180122907395635,2017-03-01
865,Financials,2017-04,3289,19502,0.16864936929545687,2017-04-01
866,Financials,2017-05,5828,10057,0.5794968678532365,2017-05-01
867,Financials,2017-06,5971,10639,0.5612369583607482,2017-06-01
868,Financials,2017-07,6321,10519,0.6009126342808252,2017-07-01
869,Financials,2017-08,4662,8231,0.5663953347102417,2017-08-01
870,Financials,2017-09,4030,6510,0.6190476190476191,2017-09-01
871,Financials,2017-10,6085,9766,0.6230800737251689,2017-10-01
872,Financials,2017-11,5201,8578,0.606318489158312,2017-11-01
873,Financials,2017-12,6547,9646,0.6787269334439145,2017-12-01
874,Financials,2018-01,8366,12068,0.6932383162081538,2018-01-01
875,Financials,2018-02,5715,9373,0.6097300757494932,2018-02-01
876,Financials,2018-03,5023,7836,0.6410158244002042,2018-03-01
877,Financials,2018-04,8558,13126,0.6519884199299101,2018-04-01
878,Financials,2018-05,5903,9436,0.6255828740991946,2018-05-01
879,Financials,2018-06,5040,7733,0.6517522306995991,2018-06-01
880,Financials,2018-07,7871,11103,0.7089075024768081,2018-07-01
881,Financials,2018-08,4074,6695,0.6085138162808066,2018-08-01
882,Financials,2018-09,2847,5646,0.5042507970244421,2018-09-01
883,Financials,2018-10,4056,7350,0.5518367346938775,2018-10-01
884,Financials,2018-11,2505,6132,0.40851272015655576,2018-11-01
885,Financials,2018-12,2361,6860,0.34416909620991254,2018-12-01
886,Financials,2019-01,6927,10310,0.6718719689621726,2019-01-01
887,Financials,2019-02,4073,5865,0.694458653026428,2019-02-01
888,Financials,2019-03,3495,5375,0.6502325581395348,2019-03-01
889,Financials,2019-04,5326,8251,0.6454975154526724,2019-04-01
890,Financials,2019-05,3625,5037,0.7196744093706572,2019-05-01
891,Financials,2019-06,3196,4484,0.7127564674397859,2019-06-01
892,Financials,2019-07,5921,8018,0.7384634572212522,2019-07-01
893,Financials,2019-08,4441,5949,0.7465120188266936,2019-08-01
894,Financials,2019-09,4355,6056,0.7191215323645971,2019-09-01
895,Financials,2019-10,5586,8957,0.6236463101484873,2019-10-01
896,Financials,2019-11,4904,7377,0.6647688762369527,2019-11-01
897,Financials,2019-12,4195,5968,0.7029155495978552,2019-12-01
898,Financials,2020-01,5959,8939,0.666629376887795,2020-01-01
899,Financials,2020-02,4352,6993,0.6223366223366223,2020-02-01
900,Financials,2020-03,3195,6648,0.4805956678700361,2020-03-01
901,Health Care,2009-08,13,13,1.0,2009-08-01
902,Health Care,2009-09,214,288,0.7430555555555556,2009-09-01
903,Health Care,2009-10,154,193,0.7979274611398963,2009-10-01
904,Health Care,2009-11,119,148,0.8040540540540541,2009-11-01
905,Health Care,2009-12,78,116,0.6724137931034483,2009-12-01
906,Health Care,2010-01,56,72,0.7777777777777778,2010-01-01
907,Health Care,2010-02,42,50,0.84,2010-02-01
908,Health Care,2010-03,79,130,0.6076923076923076,2010-03-01
909,Health Care,2010-04,148,220,0.6727272727272727,2010-04-01
910,Health Care,2010-05,94,125,0.752,2010-05-01
911,Health Care,2010-06,69,110,0.6272727272727273,2010-06-01
912,Health Care,2010-07,77,114,0.6754385964912281,2010-07-01
913,Health Care,2010-08,64,94,0.6808510638297872,2010-08-01
914,Health Care,2010-09,76,99,0.7676767676767676,2010-09-01
915,Health Care,2010-10,112,135,0.8296296296296296,2010-10-01
916,Health Care,2010-11,119,150,0.7933333333333333,2010-11-01
917,Health Care,2010-12,283,426,0.6643192488262911,2010-12-01
918,Health Care,2011-01,379,509,0.7445972495088409,2011-01-01
919,Health Care,2011-02,250,299,0.8361204013377926,2011-02-01
920,Health Care,2011-03,353,397,0.889168765743073,2011-03-01
921,Health Care,2011-04,361,448,0.8058035714285714,2011-04-01
922,Health Care,2011-05,296,351,0.8433048433048433,2011-05-01
923,Health Care,2011-06,297,360,0.825,2011-06-01
924,Health Care,2011-07,528,655,0.8061068702290076,2011-07-01
925,Health Care,2011-08,312,388,0.8041237113402062,2011-08-01
926,Health Care,2011-09,306,394,0.7766497461928934,2011-09-01
927,Health Care,2011-10,136,235,0.5787234042553191,2011-10-01
928,Health Care,2011-11,212,327,0.6483180428134556,2011-11-01
929,Health Care,2011-12,252,313,0.805111821086262,2011-12-01
930,Health Care,2012-01,535,640,0.8359375,2012-01-01
931,Health Care,2012-02,960,1169,0.8212147134302823,2012-02-01
932,Health Care,2012-03,807,971,0.831101956745623,2012-03-01
933,Health Care,2012-04,903,1170,0.7717948717948718,2012-04-01
934,Health Care,2012-05,1132,1483,0.7633175994605529,2012-05-01
935,Health Care,2012-06,603,865,0.6971098265895954,2012-06-01
936,Health Care,2012-07,884,1088,0.8125,2012-07-01
937,Health Care,2012-08,1095,1446,0.7572614107883817,2012-08-01
938,Health Care,2012-09,1290,1827,0.7060755336617406,2012-09-01
939,Health Care,2012-10,959,1286,0.7457231726283048,2012-10-01
940,Health Care,2012-11,1482,1836,0.8071895424836601,2012-11-01
941,Health Care,2012-12,2224,2744,0.8104956268221575,2012-12-01
942,Health Care,2013-01,4218,5901,0.7147941026944585,2013-01-01
943,Health Care,2013-02,2004,2871,0.6980146290491118,2013-02-01
944,Health Care,2013-03,2270,2972,0.7637954239569313,2013-03-01
945,Health Care,2013-04,2709,3640,0.7442307692307693,2013-04-01
946,Health Care,2013-05,3428,4261,0.8045059845106782,2013-05-01
947,Health Care,2013-06,4288,5519,0.7769523464395723,2013-06-01
948,Health Care,2013-07,3598,4392,0.819216757741348,2013-07-01
949,Health Care,2013-08,5746,7545,0.7615639496355202,2013-08-01
950,Health Care,2013-09,3313,3981,0.832202964079377,2013-09-01
951,Health Care,2013-10,4885,6138,0.795861844248941,2013-10-01
952,Health Care,2013-11,3151,3924,0.8030071355759429,2013-11-01
953,Health Care,2013-12,5060,6802,0.7438988532784475,2013-12-01
954,Health Care,2014-01,6092,7182,0.8482316903369534,2014-01-01
955,Health Care,2014-02,5182,6110,0.8481178396072013,2014-02-01
956,Health Care,2014-03,8857,12134,0.7299324212955333,2014-03-01
957,Health Care,2014-04,11261,14470,0.7782308223911542,2014-04-01
958,Health Care,2014-05,7743,9651,0.8023002797637551,2014-05-01
959,Health Care,2014-06,15839,19628,0.8069594456898308,2014-06-01
960,Health Care,2014-07,15041,19475,0.7723234916559691,2014-07-01
961,Health Care,2014-08,21616,28137,0.7682411060169884,2014-08-01
962,Health Care,2014-09,15406,20713,0.7437840969439482,2014-09-01
963,Health Care,2014-10,17796,22605,0.7872594558725946,2014-10-01
964,Health Care,2014-11,12877,17821,0.7225744907693171,2014-11-01
965,Health Care,2014-12,13197,18980,0.6953108535300316,2014-12-01
966,Health Care,2015-01,16447,20548,0.8004185322172475,2015-01-01
967,Health Care,2015-02,19860,25104,0.7911089866156787,2015-02-01
968,Health Care,2015-03,17448,24078,0.7246449040617992,2015-03-01
969,Health Care,2015-04,14312,19205,0.7452225982816975,2015-04-01
970,Health Care,2015-05,18018,23778,0.7577592732778198,2015-05-01
971,Health Care,2015-06,20194,25531,0.7909600094003368,2015-06-01
972,Health Care,2015-07,18021,26242,0.6867235728984071,2015-07-01
973,Health Care,2015-08,15437,21275,0.7255934195064629,2015-08-01
974,Health Care,2015-09,16034,22929,0.6992891098608749,2015-09-01
975,Health Care,2015-10,23518,39966,0.588450182655257,2015-10-01
976,Health Care,2015-11,29065,52816,0.5503067252347773,2015-11-01
977,Health Care,2015-12,16803,28298,0.5937875468230971,2015-12-01
978,Health Care,2016-01,18209,27381,0.6650231912640152,2016-01-01
979,Health Care,2016-02,13055,21258,0.6141217424028601,2016-02-01
980,Health Care,2016-03,26552,49381,0.5376966849598024,2016-03-01
981,Health Care,2016-04,38827,61344,0.6329388367240479,2016-04-01
982,Health Care,2016-05,32048,52060,0.6155973876296581,2016-05-01
983,Health Care,2016-06,25994,44367,0.5858859061915388,2016-06-01
984,Health Care,2016-07,26131,41496,0.62972334682861,2016-07-01
985,Health Care,2016-08,37419,58215,0.6427724813192476,2016-08-01
986,Health Care,2016-09,37232,54689,0.6807950410503026,2016-09-01
987,Health Care,2016-10,30287,50668,0.5977540064735138,2016-10-01
988,Health Care,2016-11,43485,65695,0.6619225207397823,2016-11-01
989,Health Care,2016-12,32759,49880,0.6567562149157979,2016-12-01
990,Health Care,2017-01,36614,54684,0.6695559944407871,2017-01-01
991,Health Care,2017-02,40806,59353,0.6875136892827658,2017-02-01
992,Health Care,2017-03,50951,82004,0.6213233500804839,2017-03-01
993,Health Care,2017-04,49896,76968,0.6482694106641721,2017-04-01
994,Health Care,2017-05,84633,112709,0.7508983311004445,2017-05-01
995,Health Care,2017-06,85094,109904,0.7742575338477217,2017-06-01
996,Health Care,2017-07,69962,89130,0.7849433411870301,2017-07-01
997,Health Care,2017-08,60233,83175,0.7241719266606552,2017-08-01
998,Health Care,2017-09,40742,55999,0.7275487062268969,2017-09-01
999,Health Care,2017-10,100599,134450,0.7482261063592414,2017-10-01
1000,Health Care,2017-11,64497,85100,0.7578965922444183,2017-11-01
1001,Health Care,2017-12,37527,51068,0.7348437377614162,2017-12-01
1002,Health Care,2018-01,39315,50932,0.771911568365664,2018-01-01
1003,Health Care,2018-02,29363,39807,0.7376340844575074,2018-02-01
1004,Health Care,2018-03,29849,40702,0.7333546263082895,2018-03-01
1005,Health Care,2018-04,27138,36030,0.7532056619483763,2018-04-01
1006,Health Care,2018-05,30197,39728,0.7600936367297624,2018-05-01
1007,Health Care,2018-06,26895,34775,0.7734004313443565,2018-06-01
1008,Health Care,2018-07,27001,35446,0.761750268013316,2018-07-01
1009,Health Care,2018-08,29358,38310,0.766327329678935,2018-08-01
1010,Health Care,2018-09,30776,38764,0.7939325147043649,2018-09-01
1011,Health Care,2018-10,35910,44898,0.7998129092609916,2018-10-01
1012,Health Care,2018-11,25177,32705,0.769821128267849,2018-11-01
1013,Health Care,2018-12,21250,30538,0.695854345405724,2018-12-01
1014,Health Care,2019-01,33799,42545,0.7944294276648255,2019-01-01
1015,Health Care,2019-02,30352,38841,0.781442290363276,2019-02-01
1016,Health Care,2019-03,32991,42756,0.7716110019646365,2019-03-01
1017,Health Care,2019-04,25035,34908,0.7171708490890341,2019-04-01
1018,Health Care,2019-05,24640,37710,0.6534075841951736,2019-05-01
1019,Health Care,2019-06,29283,38536,0.7598868590408968,2019-06-01
1020,Health Care,2019-07,17913,25068,0.714576352321685,2019-07-01
1021,Health Care,2019-08,16599,23368,0.7103303663129066,2019-08-01
1022,Health Care,2019-09,13654,18573,0.735153179346363,2019-09-01
1023,Health Care,2019-10,15082,21154,0.7129620875484541,2019-10-01
1024,Health Care,2019-11,17780,23343,0.7616844450156364,2019-11-01
1025,Health Care,2019-12,19090,24579,0.7766792790593596,2019-12-01
1026,Health Care,2020-01,31215,41095,0.7595814575982479,2020-01-01
1027,Health Care,2020-02,30967,43615,0.7100080247621231,2020-02-01
1028,Health Care,2020-03,50633,65767,0.7698845925768243,2020-03-01
1029,Industrials,2009-08,6,8,0.75,2009-08-01
1030,Industrials,2009-09,77,98,0.7857142857142857,2009-09-01
1031,Industrials,2009-10,62,101,0.6138613861386139,2009-10-01
1032,Industrials,2009-11,28,44,0.6363636363636364,2009-11-01
1033,Industrials,2009-12,11,23,0.4782608695652174,2009-12-01
1034,Industrials,2010-01,42,55,0.7636363636363637,2010-01-01
1035,Industrials,2010-02,15,32,0.46875,2010-02-01
1036,Industrials,2010-03,28,49,0.5714285714285714,2010-03-01
1037,Industrials,2010-04,123,170,0.7235294117647059,2010-04-01
1038,Industrials,2010-05,45,67,0.6716417910447762,2010-05-01
1039,Industrials,2010-06,35,54,0.6481481481481481,2010-06-01
1040,Industrials,2010-07,36,80,0.45,2010-07-01
1041,Industrials,2010-08,38,74,0.5135135135135135,2010-08-01
1042,Industrials,2010-09,116,192,0.6041666666666666,2010-09-01
1043,Industrials,2010-10,105,191,0.5497382198952879,2010-10-01
1044,Industrials,2010-11,249,296,0.8412162162162162,2010-11-01
1045,Industrials,2010-12,263,319,0.8244514106583072,2010-12-01
1046,Industrials,2011-01,419,536,0.7817164179104478,2011-01-01
1047,Industrials,2011-02,249,344,0.7238372093023255,2011-02-01
1048,Industrials,2011-03,524,716,0.7318435754189944,2011-03-01
1049,Industrials,2011-04,452,581,0.7779690189328744,2011-04-01
1050,Industrials,2011-05,270,438,0.6164383561643836,2011-05-01
1051,Industrials,2011-06,214,394,0.5431472081218274,2011-06-01
1052,Industrials,2011-07,678,965,0.7025906735751295,2011-07-01
1053,Industrials,2011-08,253,452,0.5597345132743363,2011-08-01
1054,Industrials,2011-09,105,270,0.3888888888888889,2011-09-01
1055,Industrials,2011-10,387,587,0.6592844974446337,2011-10-01
1056,Industrials,2011-11,200,360,0.5555555555555556,2011-11-01
1057,Industrials,2011-12,304,482,0.6307053941908713,2011-12-01
1058,Industrials,2012-01,776,1057,0.7341532639545885,2012-01-01
1059,Industrials,2012-02,484,747,0.6479250334672021,2012-02-01
1060,Industrials,2012-03,310,784,0.39540816326530615,2012-03-01
1061,Industrials,2012-04,467,960,0.4864583333333333,2012-04-01
1062,Industrials,2012-05,180,753,0.23904382470119523,2012-05-01
1063,Industrials,2012-06,178,557,0.31956912028725315,2012-06-01
1064,Industrials,2012-07,437,1046,0.41778202676864246,2012-07-01
1065,Industrials,2012-08,301,575,0.5234782608695652,2012-08-01
1066,Industrials,2012-09,532,1090,0.48807339449541287,2012-09-01
1067,Industrials,2012-10,689,1357,0.5077376565954311,2012-10-01
1068,Industrials,2012-11,245,635,0.3858267716535433,2012-11-01
1069,Industrials,2012-12,397,714,0.5560224089635855,2012-12-01
1070,Industrials,2013-01,681,1294,0.526275115919629,2013-01-01
1071,Industrials,2013-02,205,770,0.2662337662337662,2013-02-01
1072,Industrials,2013-03,209,1148,0.18205574912891986,2013-03-01
1073,Industrials,2013-04,971,2126,0.45672624647224835,2013-04-01
1074,Industrials,2013-05,1191,1852,0.6430885529157667,2013-05-01
1075,Industrials,2013-06,484,855,0.5660818713450292,2013-06-01
1076,Industrials,2013-07,896,2124,0.4218455743879473,2013-07-01
1077,Industrials,2013-08,579,1297,0.4464148033924441,2013-08-01
1078,Industrials,2013-09,450,806,0.5583126550868487,2013-09-01
